Kanton,Kantonsname,Jahr,Treibstoff,DATA_Inverkehrsetzung,DATA_Bestand,DATA_Bevölkerung_Vorjahr,DATA_Inverkehrsetzung pro 1000,DATA_Bestand pro 1000
NW,Nidwalden,2010,Ohne Motor,0,0,41024.0,0.0,0.0
NW,Nidwalden,2010,Wasserstoff,0,0,41024.0,0.0,0.0
NW,Nidwalden,2011,Anderer,4,35,41024.0,0.09750390015600624,0.8531591263650546
NW,Nidwalden,2011,Benzin,1150,19067,41024.0,28.032371294851792,464.7767160686427
NW,Nidwalden,2011,Benzin-elektrisch: Normal-Hybrid,36,161,41024.0,0.8775351014040562,3.9245319812792507
NW,Nidwalden,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,41024.0,0.0,0.0
NW,Nidwalden,2011,Diesel,628,5080,41024.0,15.30811232449298,123.82995319812792
NW,Nidwalden,2011,Diesel-elektrisch: Normal-Hybrid,0,0,41024.0,0.0,0.0
NW,Nidwalden,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,41024.0,0.0,0.0
NW,Nidwalden,2011,Elektrisch,0,0,41024.0,0.0,0.0
NW,Nidwalden,2011,Gas (mono- und bivalent),2,29,41024.0,0.04875195007800312,0.7069032761310453
NW,Nidwalden,2011,Ohne Motor,0,0,41024.0,0.0,0.0
NW,Nidwalden,2011,Wasserstoff,0,0,41024.0,0.0,0.0
NW,Nidwalden,2012,Anderer,6,40,41311.0,0.14523976664810825,0.9682651109873884
NW,Nidwalden,2012,Benzin,1145,18860,41311.0,27.71658880201399,456.5369998305536
NW,Nidwalden,2012,Benzin-elektrisch: Normal-Hybrid,37,178,41311.0,0.8956452276633342,4.308779743893878
NW,Nidwalden,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,41311.0,0.0,0.0
NW,Nidwalden,2012,Diesel,669,5717,41311.0,16.19423398126407,138.38929098787247
NW,Nidwalden,2012,Diesel-elektrisch: Normal-Hybrid,6,6,41311.0,0.14523976664810825,0.14523976664810825
NW,Nidwalden,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,41311.0,0.0,0.0
NW,Nidwalden,2012,Elektrisch,5,4,41311.0,0.12103313887342355,0.09682651109873884
NW,Nidwalden,2012,Gas (mono- und bivalent),2,32,41311.0,0.04841325554936942,0.7746120887899107
NW,Nidwalden,2012,Ohne Motor,0,0,41311.0,0.0,0.0
NW,Nidwalden,2012,Wasserstoff,0,0,41311.0,0.0,0.0
NW,Nidwalden,2013,Anderer,1,48,41584.0,0.024047710657945365,1.1542901115813775
NW,Nidwalden,2013,Benzin,1046,18653,41584.0,25.15390534821085,448.5619469026549
NW,Nidwalden,2013,Benzin-elektrisch: Normal-Hybrid,39,212,41584.0,0.9378607156598692,5.098114659484417
NW,Nidwalden,2013,Benzin-elektrisch: Plug-in-Hybrid,0,0,41584.0,0.0,0.0
NW,Nidwalden,2013,Diesel,690,6378,41584.0,16.5929203539823,153.37629857637552
NW,Nidwalden,2013,Diesel-elektrisch: Normal-Hybrid,5,12,41584.0,0.12023855328972681,0.2885725278953444
NW,Nidwalden,2013,Diesel-elektrisch: Plug-in-Hybrid,1,1,41584.0,0.024047710657945365,0.024047710657945365
NW,Nidwalden,2013,Elektrisch,6,7,41584.0,0.1442862639476722,0.16833397460561753
NW,Nidwalden,2013,Gas (mono- und bivalent),1,30,41584.0,0.024047710657945365,0.7214313197383609
NW,Nidwalden,2013,Ohne Motor,0,0,41584.0,0.0,0.0
NW,Nidwalden,2013,Wasserstoff,0,0,41584.0,0.0,0.0
