Kanton,Kantonsname,Jahr,Treibstoff,DATA_Inverkehrsetzung,DATA_Bestand,DATA_Bevölkerung_Vorjahr,DATA_Inverkehrsetzung pro 1000,DATA_Bestand pro 1000
AI,Appenzell Innerrhoden,2011,Benzin-elektrisch: Normal-Hybrid,5,20,15688.0,0.3187149413564508,1.2748597654258031
AI,Appenzell Innerrhoden,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,15688.0,0.0,0.0
AI,Appenzell Innerrhoden,2011,Diesel,192,1800,15688.0,12.23865374808771,114.73737888832228
AI,Appenzell Innerrhoden,2011,Diesel-elektrisch: Normal-Hybrid,0,0,15688.0,0.0,0.0
AI,Appenzell Innerrhoden,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,15688.0,0.0,0.0
AI,Appenzell Innerrhoden,2011,Elektrisch,2,0,15688.0,0.12748597654258031,0.0
AI,Appenzell Innerrhoden,2011,Gas (mono- und bivalent),0,4,15688.0,0.0,0.25497195308516063
AI,Appenzell Innerrhoden,2011,Ohne Motor,0,0,15688.0,0.0,0.0
AI,Appenzell Innerrhoden,2011,Wasserstoff,0,0,15688.0,0.0,0.0
AI,Appenzell Innerrhoden,2012,Anderer,0,3,15743.0,0.0,0.19056088420250272
AI,Appenzell Innerrhoden,2012,Benzin,349,6613,15743.0,22.168582862224483,420.0597090770501
AI,Appenzell Innerrhoden,2012,Benzin-elektrisch: Normal-Hybrid,3,23,15743.0,0.19056088420250272,1.460966778885854
AI,Appenzell Innerrhoden,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,15743.0,0.0,0.0
AI,Appenzell Innerrhoden,2012,Diesel,245,2003,15743.0,15.562472209871054,127.23115035253763
AI,Appenzell Innerrhoden,2012,Diesel-elektrisch: Normal-Hybrid,7,7,15743.0,0.444642063139173,0.444642063139173
AI,Appenzell Innerrhoden,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,15743.0,0.0,0.0
AI,Appenzell Innerrhoden,2012,Elektrisch,1,1,15743.0,0.06352029473416756,0.06352029473416756
AI,Appenzell Innerrhoden,2012,Gas (mono- und bivalent),2,4,15743.0,0.12704058946833513,0.25408117893667026
AI,Appenzell Innerrhoden,2012,Ohne Motor,0,0,15743.0,0.0,0.0
AI,Appenzell Innerrhoden,2012,Wasserstoff,0,0,15743.0,0.0,0.0
AI,Appenzell Innerrhoden,2013,Anderer,0,4,15717.0,0.0,0.2545014951962843
AI,Appenzell Innerrhoden,2013,Benzin,322,6544,15717.0,20.487370363300883,416.36444614112105
AI,Appenzell Innerrhoden,2013,Benzin-elektrisch: Normal-Hybrid,4,25,15717.0,0.2545014951962843,1.5906343449767768
AI,Appenzell Innerrhoden,2013,Benzin-elektrisch: Plug-in-Hybrid,0,0,15717.0,0.0,0.0
AI,Appenzell Innerrhoden,2013,Diesel,214,2218,15717.0,13.615829993001208,141.12107908633965
AI,Appenzell Innerrhoden,2013,Diesel-elektrisch: Normal-Hybrid,0,6,15717.0,0.0,0.3817522427944264
AI,Appenzell Innerrhoden,2013,Diesel-elektrisch: Plug-in-Hybrid,0,0,15717.0,0.0,0.0
AI,Appenzell Innerrhoden,2013,Elektrisch,5,6,15717.0,0.31812686899535536,0.3817522427944264
AI,Appenzell Innerrhoden,2013,Gas (mono- und bivalent),0,5,15717.0,0.0,0.31812686899535536
AI,Appenzell Innerrhoden,2013,Ohne Motor,0,0,15717.0,0.0,0.0
AI,Appenzell Innerrhoden,2013,Wasserstoff,0,0,15717.0,0.0,0.0
AI,Appenzell Innerrhoden,2014,Anderer,0,4,15778.0,0.0,0.2535175560907593
AI,Appenzell Innerrhoden,2014,Benzin,327,6493,15778.0,20.72506021041957,411.52237292432505
AI,Appenzell Innerrhoden,2014,Benzin-elektrisch: Normal-Hybrid,2,25,15778.0,0.12675877804537966,1.5844847255672456
AI,Appenzell Innerrhoden,2014,Benzin-elektrisch: Plug-in-Hybrid,0,0,15778.0,0.0,0.0
AI,Appenzell Innerrhoden,2014,Diesel,210,2408,15778.0,13.309671694764862,152.6175687666371
AI,Appenzell Innerrhoden,2014,Diesel-elektrisch: Normal-Hybrid,0,6,15778.0,0.0,0.3802763341361389
AI,Appenzell Innerrhoden,2014,Diesel-elektrisch: Plug-in-Hybrid,0,0,15778.0,0.0,0.0
AI,Appenzell Innerrhoden,2014,Elektrisch,3,10,15778.0,0.19013816706806946,0.6337938902268981
AI,Appenzell Innerrhoden,2014,Gas (mono- und bivalent),0,5,15778.0,0.0,0.31689694511344907
AI,Appenzell Innerrhoden,2014,Ohne Motor,0,0,15778.0,0.0,0.0
AI,Appenzell Innerrhoden,2014,Wasserstoff,0,0,15778.0,0.0,0.0
AI,Appenzell Innerrhoden,2015,Anderer,0,5,15854.0,0.0,0.31537782263151254
AI,Appenzell Innerrhoden,2015,Benzin,339,6569,15854.0,21.38261637441655,414.3433833732812
AI,Appenzell Innerrhoden,2015,Benzin-elektrisch: Normal-Hybrid,6,28,15854.0,0.37845338715781507,1.7661158067364704
AI,Appenzell Innerrhoden,2015,Benzin-elektrisch: Plug-in-Hybrid,7,7,15854.0,0.4415289516841176,0.4415289516841176
AI,Appenzell Innerrhoden,2015,Diesel,275,2603,15854.0,17.34578024473319,164.18569446196543
AI,Appenzell Innerrhoden,2015,Diesel-elektrisch: Normal-Hybrid,1,7,15854.0,0.06307556452630252,0.4415289516841176
AI,Appenzell Innerrhoden,2015,Diesel-elektrisch: Plug-in-Hybrid,1,1,15854.0,0.06307556452630252,0.06307556452630252
AI,Appenzell Innerrhoden,2015,Elektrisch,9,19,15854.0,0.5676800807367226,1.1984357259997476
AI,Appenzell Innerrhoden,2015,Gas (mono- und bivalent),0,7,15854.0,0.0,0.4415289516841176
AI,Appenzell Innerrhoden,2015,Ohne Motor,0,0,15854.0,0.0,0.0
AI,Appenzell Innerrhoden,2015,Wasserstoff,0,0,15854.0,0.0,0.0
AI,Appenzell Innerrhoden,2016,Anderer,0,4,15974.0,0.0,0.25040691123075
AI,Appenzell Innerrhoden,2016,Benzin,331,6542,15974.0,20.721171904344562,409.54050331789153
AI,Appenzell Innerrhoden,2016,Benzin-elektrisch: Normal-Hybrid,10,39,15974.0,0.6260172780768749,2.4414673844998123
AI,Appenzell Innerrhoden,2016,Benzin-elektrisch: Plug-in-Hybrid,8,13,15974.0,0.5008138224615,0.8138224614999374
AI,Appenzell Innerrhoden,2016,Diesel,244,2805,15974.0,15.274821585075747,175.59784650056343
AI,Appenzell Innerrhoden,2016,Diesel-elektrisch: Normal-Hybrid,2,11,15974.0,0.125203455615375,0.6886190058845624
AI,Appenzell Innerrhoden,2016,Diesel-elektrisch: Plug-in-Hybrid,0,1,15974.0,0.0,0.0626017278076875
AI,Appenzell Innerrhoden,2016,Elektrisch,16,31,15974.0,1.001627644923,1.9406535620383123
AI,Appenzell Innerrhoden,2016,Gas (mono- und bivalent),2,10,15974.0,0.125203455615375,0.6260172780768749
AI,Appenzell Innerrhoden,2016,Ohne Motor,0,0,15974.0,0.0,0.0
AI,Appenzell Innerrhoden,2016,Wasserstoff,0,0,15974.0,0.0,0.0
AI,Appenzell Innerrhoden,2017,Anderer,0,6,16003.0,0.0,0.3749297006811223
AI,Appenzell Innerrhoden,2017,Benzin,332,6486,16003.0,20.74611010435543,405.2990064362932
AI,Appenzell Innerrhoden,2017,Benzin-elektrisch: Normal-Hybrid,11,50,16003.0,0.6873711179153909,3.1244141723426857
AI,Appenzell Innerrhoden,2017,Benzin-elektrisch: Plug-in-Hybrid,12,17,16003.0,0.7498594013622446,1.0623008185965133
AI,Appenzell Innerrhoden,2017,Diesel,240,2974,16003.0,14.997188027244892,185.84015497094293
AI,Appenzell Innerrhoden,2017,Diesel-elektrisch: Normal-Hybrid,0,12,16003.0,0.0,0.7498594013622446
AI,Appenzell Innerrhoden,2017,Diesel-elektrisch: Plug-in-Hybrid,0,1,16003.0,0.0,0.06248828344685372
AI,Appenzell Innerrhoden,2017,Elektrisch,20,48,16003.0,1.2497656689370742,2.9994376054489784
AI,Appenzell Innerrhoden,2017,Gas (mono- und bivalent),1,8,16003.0,0.06248828344685372,0.49990626757482975
AI,Appenzell Innerrhoden,2017,Ohne Motor,0,0,16003.0,0.0,0.0
AI,Appenzell Innerrhoden,2017,Wasserstoff,0,0,16003.0,0.0,0.0
AI,Appenzell Innerrhoden,2018,Anderer,0,6,16105.0,0.0,0.3725551071095933
AI,Appenzell Innerrhoden,2018,Benzin,374,6499,16105.0,23.22260167649798,403.5392735175412
AI,Appenzell Innerrhoden,2018,Benzin-elektrisch: Normal-Hybrid,31,77,16105.0,1.9248680533995652,4.7811238745731135
AI,Appenzell Innerrhoden,2018,Benzin-elektrisch: Plug-in-Hybrid,10,22,16105.0,0.6209251785159888,1.3660353927351754
AI,Appenzell Innerrhoden,2018,Diesel,176,3054,16105.0,10.928283141881403,189.630549518783
AI,Appenzell Innerrhoden,2018,Diesel-elektrisch: Normal-Hybrid,5,15,16105.0,0.3104625892579944,0.9313877677739832
AI,Appenzell Innerrhoden,2018,Diesel-elektrisch: Plug-in-Hybrid,1,2,16105.0,0.06209251785159888,0.12418503570319776
AI,Appenzell Innerrhoden,2018,Elektrisch,11,55,16105.0,0.6830176963675877,3.415088481837939
AI,Appenzell Innerrhoden,2018,Gas (mono- und bivalent),0,6,16105.0,0.0,0.3725551071095933
AI,Appenzell Innerrhoden,2018,Ohne Motor,0,0,16105.0,0.0,0.0
AI,Appenzell Innerrhoden,2018,Wasserstoff,0,0,16105.0,0.0,0.0
AI,Appenzell Innerrhoden,2019,Anderer,0,3,16145.0,0.0,0.18581604211830288
AI,Appenzell Innerrhoden,2019,Benzin,349,6464,16145.0,21.616599566429233,400.3716320842366
AI,Appenzell Innerrhoden,2019,Benzin-elektrisch: Normal-Hybrid,38,98,16145.0,2.3536698668318365,6.069990709197894
AI,Appenzell Innerrhoden,2019,Benzin-elektrisch: Plug-in-Hybrid,6,28,16145.0,0.37163208423660576,1.7342830597708268
AI,Appenzell Innerrhoden,2019,Diesel,181,3139,16145.0,11.210901207804275,194.42551873645093
AI,Appenzell Innerrhoden,2019,Diesel-elektrisch: Normal-Hybrid,9,18,16145.0,0.5574481263549086,1.1148962527098172
AI,Appenzell Innerrhoden,2019,Diesel-elektrisch: Plug-in-Hybrid,0,4,16145.0,0.0,0.24775472282440383
AI,Appenzell Innerrhoden,2019,Elektrisch,23,73,16145.0,1.424589656240322,4.52152369154537
AI,Appenzell Innerrhoden,2019,Gas (mono- und bivalent),2,5,16145.0,0.12387736141220192,0.3096934035305048
AI,Appenzell Innerrhoden,2019,Ohne Motor,0,0,16145.0,0.0,0.0
AI,Appenzell Innerrhoden,2019,Wasserstoff,0,0,16145.0,0.0,0.0
AI,Appenzell Innerrhoden,2020,Anderer,0,2,16128.0,0.0,0.1240079365079365
AI,Appenzell Innerrhoden,2020,Benzin,202,6409,16128.0,12.524801587301589,397.38343253968253
AI,Appenzell Innerrhoden,2020,Benzin-elektrisch: Normal-Hybrid,64,146,16128.0,3.968253968253968,9.052579365079366
AI,Appenzell Innerrhoden,2020,Benzin-elektrisch: Plug-in-Hybrid,22,42,16128.0,1.3640873015873014,2.6041666666666665
AI,Appenzell Innerrhoden,2020,Diesel,108,3192,16128.0,6.696428571428571,197.91666666666666
AI,Appenzell Innerrhoden,2020,Diesel-elektrisch: Normal-Hybrid,19,35,16128.0,1.1780753968253967,2.170138888888889
AI,Appenzell Innerrhoden,2020,Diesel-elektrisch: Plug-in-Hybrid,0,5,16128.0,0.0,0.3100198412698413
AI,Appenzell Innerrhoden,2020,Elektrisch,36,99,16128.0,2.232142857142857,6.138392857142857
AI,Appenzell Innerrhoden,2020,Gas (mono- und bivalent),0,7,16128.0,0.0,0.43402777777777773
AI,Appenzell Innerrhoden,2020,Ohne Motor,0,0,16128.0,0.0,0.0
AI,Appenzell Innerrhoden,2020,Wasserstoff,0,0,16128.0,0.0,0.0
AI,Appenzell Innerrhoden,2021,Anderer,0,2,16293.0,0.0,0.12275210212974898
AI,Appenzell Innerrhoden,2021,Benzin,182,6466,16293.0,11.170441293807157,396.85754618547844
AI,Appenzell Innerrhoden,2021,Benzin-elektrisch: Normal-Hybrid,80,237,16293.0,4.9100840851899585,14.546124102375252
AI,Appenzell Innerrhoden,2021,Benzin-elektrisch: Plug-in-Hybrid,32,71,16293.0,1.9640336340759836,4.357699625606088
AI,Appenzell Innerrhoden,2021,Diesel,79,3238,16293.0,4.848708034125084,198.73565334806358
AI,Appenzell Innerrhoden,2021,Diesel-elektrisch: Normal-Hybrid,26,60,16293.0,1.5957773276867366,3.682563063892469
AI,Appenzell Innerrhoden,2021,Diesel-elektrisch: Plug-in-Hybrid,4,10,16293.0,0.24550420425949795,0.6137605106487448
AI,Appenzell Innerrhoden,2021,Elektrisch,57,152,16293.0,3.4984349106978456,9.329159761860922
AI,Appenzell Innerrhoden,2021,Gas (mono- und bivalent),0,7,16293.0,0.0,0.4296323574541214
AI,Appenzell Innerrhoden,2021,Ohne Motor,0,0,16293.0,0.0,0.0
AI,Appenzell Innerrhoden,2021,Wasserstoff,0,0,16293.0,0.0,0.0
AI,Appenzell Innerrhoden,2022,Anderer,0,3,16360.0,0.0,0.18337408312958436
AI,Appenzell Innerrhoden,2022,Benzin,128,6313,16360.0,7.823960880195599,385.880195599022
AI,Appenzell Innerrhoden,2022,Benzin-elektrisch: Normal-Hybrid,98,324,16360.0,5.990220048899756,19.80440097799511
AI,Appenzell Innerrhoden,2022,Benzin-elektrisch: Plug-in-Hybrid,17,91,16360.0,1.039119804400978,5.5623471882640585
AI,Appenzell Innerrhoden,2022,Diesel,51,3228,16360.0,3.1173594132029336,197.31051344743275
AI,Appenzell Innerrhoden,2022,Diesel-elektrisch: Normal-Hybrid,26,74,16360.0,1.589242053789731,4.52322738386308
AI,Appenzell Innerrhoden,2022,Diesel-elektrisch: Plug-in-Hybrid,1,9,16360.0,0.061124694376528114,0.550122249388753
AI,Appenzell Innerrhoden,2022,Elektrisch,104,252,16360.0,6.356968215158924,15.403422982885086
AI,Appenzell Innerrhoden,2022,Gas (mono- und bivalent),0,6,16360.0,0.0,0.36674816625916873
AI,Appenzell Innerrhoden,2022,Ohne Motor,0,0,16360.0,0.0,0.0
AI,Appenzell Innerrhoden,2022,Wasserstoff,0,0,16360.0,0.0,0.0
AI,Appenzell Innerrhoden,2023,Anderer,0,4,16416.0,0.0,0.24366471734892786
AI,Appenzell Innerrhoden,2023,Benzin,129,6226,16416.0,7.8581871345029235,379.26413255360626
AI,Appenzell Innerrhoden,2023,Benzin-elektrisch: Normal-Hybrid,101,395,16416.0,6.152534113060429,24.06189083820663
AI,Appenzell Innerrhoden,2023,Benzin-elektrisch: Plug-in-Hybrid,29,110,16416.0,1.766569200779727,6.700779727095516
AI,Appenzell Innerrhoden,2023,Diesel,49,3203,16416.0,2.9848927875243665,195.11452241715398
AI,Appenzell Innerrhoden,2023,Diesel-elektrisch: Normal-Hybrid,28,96,16416.0,1.705653021442495,5.847953216374268
AI,Appenzell Innerrhoden,2023,Diesel-elektrisch: Plug-in-Hybrid,0,6,16416.0,0.0,0.36549707602339176
AI,Appenzell Innerrhoden,2023,Elektrisch,104,357,16416.0,6.3352826510721245,21.747076023391813
AI,Appenzell Innerrhoden,2023,Gas (mono- und bivalent),0,7,16416.0,0.0,0.42641325536062374
AI,Appenzell Innerrhoden,2023,Ohne Motor,0,0,16416.0,0.0,0.0
AI,Appenzell Innerrhoden,2023,Wasserstoff,0,0,16416.0,0.0,0.0
AI,Appenzell Innerrhoden,2024,Anderer,0,3,16585.0,0.0,0.18088634308109738
AI,Appenzell Innerrhoden,2024,Benzin,125,6134,16585.0,7.536930961712391,369.8522761531504
AI,Appenzell Innerrhoden,2024,Benzin-elektrisch: Normal-Hybrid,144,526,16585.0,8.682544467892674,31.715405486885743
AI,Appenzell Innerrhoden,2024,Benzin-elektrisch: Plug-in-Hybrid,31,144,16585.0,1.8691588785046729,8.682544467892674
AI,Appenzell Innerrhoden,2024,Diesel,54,3114,16585.0,3.255954175459753,187.76002411817908
AI,Appenzell Innerrhoden,2024,Diesel-elektrisch: Normal-Hybrid,26,111,16585.0,1.5676816400361773,6.692794694000603
AI,Appenzell Innerrhoden,2024,Diesel-elektrisch: Plug-in-Hybrid,1,8,16585.0,0.06029544769369913,0.482363581549593
AI,Appenzell Innerrhoden,2024,Elektrisch,100,460,16585.0,6.029544769369913,27.735905939101595
AI,Appenzell Innerrhoden,2024,Gas (mono- und bivalent),0,9,16585.0,0.0,0.5426590292432921
AI,Appenzell Innerrhoden,2024,Ohne Motor,0,0,16585.0,0.0,0.0
AI,Appenzell Innerrhoden,2024,Wasserstoff,0,0,16585.0,0.0,0.0
AR,Appenzell Ausserrhoden,2010,Anderer,1,17,53017.0,0.018861874493087124,0.3206518663824811
AR,Appenzell Ausserrhoden,2010,Benzin,1188,22488,53017.0,22.407906897787502,424.16583360054324
AR,Appenzell Ausserrhoden,2010,Benzin-elektrisch: Normal-Hybrid,15,86,53017.0,0.28292811739630686,1.6221212064054926
AR,Appenzell Ausserrhoden,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2010,Diesel,555,4948,53017.0,10.468340343663353,93.32855499179509
AR,Appenzell Ausserrhoden,2010,Diesel-elektrisch: Normal-Hybrid,0,1,53017.0,0.0,0.018861874493087124
AR,Appenzell Ausserrhoden,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2010,Elektrisch,0,2,53017.0,0.0,0.03772374898617425
AR,Appenzell Ausserrhoden,2010,Gas (mono- und bivalent),3,38,53017.0,0.05658562347926137,0.7167512307373107
AR,Appenzell Ausserrhoden,2010,Ohne Motor,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2010,Wasserstoff,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2011,Anderer,6,22,53017.0,0.11317124695852274,0.4149612388479167
AR,Appenzell Ausserrhoden,2011,Benzin,1183,22633,53017.0,22.313597525322066,426.9008054020408
AR,Appenzell Ausserrhoden,2011,Benzin-elektrisch: Normal-Hybrid,24,114,53017.0,0.45268498783409095,2.150253692211932
AR,Appenzell Ausserrhoden,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2011,Diesel,637,5566,53017.0,12.015014052096499,104.98519342852293
AR,Appenzell Ausserrhoden,2011,Diesel-elektrisch: Normal-Hybrid,0,1,53017.0,0.0,0.018861874493087124
AR,Appenzell Ausserrhoden,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2011,Elektrisch,1,2,53017.0,0.018861874493087124,0.03772374898617425
AR,Appenzell Ausserrhoden,2011,Gas (mono- und bivalent),1,38,53017.0,0.018861874493087124,0.7167512307373107
AR,Appenzell Ausserrhoden,2011,Ohne Motor,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2011,Wasserstoff,0,0,53017.0,0.0,0.0
AR,Appenzell Ausserrhoden,2012,Anderer,3,23,53313.0,0.05627145349164369,0.4314144767692683
AR,Appenzell Ausserrhoden,2012,Benzin,1178,22537,53313.0,22.09592407105209,422.72991578039125
AR,Appenzell Ausserrhoden,2012,Benzin-elektrisch: Normal-Hybrid,30,149,53313.0,0.5627145349164369,2.794815523418303
AR,Appenzell Ausserrhoden,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,53313.0,0.0,0.0
AR,Appenzell Ausserrhoden,2012,Diesel,722,6373,53313.0,13.542663140322249,119.53932436741508
AR,Appenzell Ausserrhoden,2012,Diesel-elektrisch: Normal-Hybrid,13,11,53313.0,0.243842965130456,0.20632866280269352
AR,Appenzell Ausserrhoden,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,53313.0,0.0,0.0
AR,Appenzell Ausserrhoden,2012,Elektrisch,9,9,53313.0,0.16881436047493106,0.16881436047493106
AR,Appenzell Ausserrhoden,2012,Gas (mono- und bivalent),3,42,53313.0,0.05627145349164369,0.7878003488830116
AR,Appenzell Ausserrhoden,2012,Ohne Motor,0,0,53313.0,0.0,0.0
AR,Appenzell Ausserrhoden,2012,Wasserstoff,0,0,53313.0,0.0,0.0
AR,Appenzell Ausserrhoden,2013,Anderer,2,24,53438.0,0.03742655039485011,0.44911860473820125
AR,Appenzell Ausserrhoden,2013,Benzin,1174,22336,53438.0,21.969385081777013,417.979714809686
AR,Appenzell Ausserrhoden,2013,Benzin-elektrisch: Normal-Hybrid,19,160,53438.0,0.355552228751076,2.9941240315880084
AR,Appenzell Ausserrhoden,2013,Benzin-elektrisch: Plug-in-Hybrid,0,0,53438.0,0.0,0.0
AR,Appenzell Ausserrhoden,2013,Diesel,711,7094,53438.0,13.305138665369212,132.75197425053335
AR,Appenzell Ausserrhoden,2013,Diesel-elektrisch: Normal-Hybrid,4,17,53438.0,0.07485310078970021,0.3181256783562259
AR,Appenzell Ausserrhoden,2013,Diesel-elektrisch: Plug-in-Hybrid,1,1,53438.0,0.018713275197425053,0.018713275197425053
AR,Appenzell Ausserrhoden,2013,Elektrisch,5,18,53438.0,0.09356637598712526,0.33683895355365095
AR,Appenzell Ausserrhoden,2013,Gas (mono- und bivalent),1,46,53438.0,0.018713275197425053,0.8608106590815524
AR,Appenzell Ausserrhoden,2013,Ohne Motor,0,0,53438.0,0.0,0.0
AR,Appenzell Ausserrhoden,2013,Wasserstoff,0,0,53438.0,0.0,0.0
AR,Appenzell Ausserrhoden,2014,Anderer,0,22,53691.0,0.0,0.4097520999795124
AR,Appenzell Ausserrhoden,2014,Benzin,943,22293,53691.0,17.56346501275819,415.20925294742136
AR,Appenzell Ausserrhoden,2014,Benzin-elektrisch: Normal-Hybrid,21,187,53691.0,0.3911270045258982,3.4828928498258556
AR,Appenzell Ausserrhoden,2014,Benzin-elektrisch: Plug-in-Hybrid,6,4,53691.0,0.1117505727216852,0.0745003818144568
AR,Appenzell Ausserrhoden,2014,Diesel,614,7704,53691.0,11.43580860851912,143.4877353746438
AR,Appenzell Ausserrhoden,2014,Diesel-elektrisch: Normal-Hybrid,2,20,53691.0,0.0372501909072284,0.372501909072284
AR,Appenzell Ausserrhoden,2014,Diesel-elektrisch: Plug-in-Hybrid,0,1,53691.0,0.0,0.0186250954536142
AR,Appenzell Ausserrhoden,2014,Elektrisch,12,31,53691.0,0.2235011454433704,0.5773779590620401
AR,Appenzell Ausserrhoden,2014,Gas (mono- und bivalent),3,50,53691.0,0.0558752863608426,0.93125477268071
AR,Appenzell Ausserrhoden,2014,Ohne Motor,0,0,53691.0,0.0,0.0
AR,Appenzell Ausserrhoden,2014,Wasserstoff,0,0,53691.0,0.0,0.0
AR,Appenzell Ausserrhoden,2015,Anderer,0,23,54064.0,0.0,0.42542172240307785
AR,Appenzell Ausserrhoden,2015,Benzin,1019,22172,54064.0,18.84803196211897,410.106540396567
AR,Appenzell Ausserrhoden,2015,Benzin-elektrisch: Normal-Hybrid,23,203,54064.0,0.42542172240307785,3.7548091151228173
AR,Appenzell Ausserrhoden,2015,Benzin-elektrisch: Plug-in-Hybrid,9,11,54064.0,0.16646936963598696,0.20346256288842854
AR,Appenzell Ausserrhoden,2015,Diesel,692,8333,54064.0,12.799644865344778,154.1321396862977
AR,Appenzell Ausserrhoden,2015,Diesel-elektrisch: Normal-Hybrid,7,27,54064.0,0.12947617638354542,0.4994081089079609
AR,Appenzell Ausserrhoden,2015,Diesel-elektrisch: Plug-in-Hybrid,0,1,54064.0,0.0,0.018496596626220777
AR,Appenzell Ausserrhoden,2015,Elektrisch,20,47,54064.0,0.3699319325244155,0.8693400414323764
AR,Appenzell Ausserrhoden,2015,Gas (mono- und bivalent),2,57,54064.0,0.036993193252441554,1.0543060076945843
AR,Appenzell Ausserrhoden,2015,Ohne Motor,0,0,54064.0,0.0,0.0
AR,Appenzell Ausserrhoden,2015,Wasserstoff,0,0,54064.0,0.0,0.0
AR,Appenzell Ausserrhoden,2016,Anderer,0,25,54543.0,0.0,0.4583539592615001
AR,Appenzell Ausserrhoden,2016,Benzin,926,21944,54543.0,16.977430651045964,402.32477128137435
AR,Appenzell Ausserrhoden,2016,Benzin-elektrisch: Normal-Hybrid,26,220,54543.0,0.4766881176319601,4.0335148415012005
AR,Appenzell Ausserrhoden,2016,Benzin-elektrisch: Plug-in-Hybrid,16,28,54543.0,0.29334653392736004,0.51335643437288
AR,Appenzell Ausserrhoden,2016,Diesel,693,8970,54543.0,12.705571750728783,164.45740058302624
AR,Appenzell Ausserrhoden,2016,Diesel-elektrisch: Normal-Hybrid,1,24,54543.0,0.018334158370460003,0.4400198008910401
AR,Appenzell Ausserrhoden,2016,Diesel-elektrisch: Plug-in-Hybrid,0,1,54543.0,0.0,0.018334158370460003
AR,Appenzell Ausserrhoden,2016,Elektrisch,18,77,54543.0,0.33001485066828007,1.4117301945254201
AR,Appenzell Ausserrhoden,2016,Gas (mono- und bivalent),1,56,54543.0,0.018334158370460003,1.02671286874576
AR,Appenzell Ausserrhoden,2016,Ohne Motor,0,0,54543.0,0.0,0.0
AR,Appenzell Ausserrhoden,2016,Wasserstoff,0,0,54543.0,0.0,0.0
AR,Appenzell Ausserrhoden,2017,Anderer,0,26,54954.0,0.0,0.47312297557957567
AR,Appenzell Ausserrhoden,2017,Benzin,989,21827,54954.0,17.996870109546165,397.1867379990537
AR,Appenzell Ausserrhoden,2017,Benzin-elektrisch: Normal-Hybrid,49,256,54954.0,0.8916548385922772,4.6584416057065905
AR,Appenzell Ausserrhoden,2017,Benzin-elektrisch: Plug-in-Hybrid,16,47,54954.0,0.2911526003566619,0.8552607635476944
AR,Appenzell Ausserrhoden,2017,Diesel,619,9461,54954.0,11.26396622629836,172.16217199839866
AR,Appenzell Ausserrhoden,2017,Diesel-elektrisch: Normal-Hybrid,0,30,54954.0,0.0,0.5459111256687411
AR,Appenzell Ausserrhoden,2017,Diesel-elektrisch: Plug-in-Hybrid,1,3,54954.0,0.01819703752229137,0.054591112566874114
AR,Appenzell Ausserrhoden,2017,Elektrisch,29,114,54954.0,0.5277140881464497,2.0744622775412163
AR,Appenzell Ausserrhoden,2017,Gas (mono- und bivalent),3,48,54954.0,0.054591112566874114,0.8734578010699858
AR,Appenzell Ausserrhoden,2017,Ohne Motor,0,0,54954.0,0.0,0.0
AR,Appenzell Ausserrhoden,2017,Wasserstoff,0,0,54954.0,0.0,0.0
AR,Appenzell Ausserrhoden,2018,Anderer,0,30,55178.0,0.0,0.5436949508862228
AR,Appenzell Ausserrhoden,2018,Benzin,1017,21581,55178.0,18.43125883504295,391.11602450251917
AR,Appenzell Ausserrhoden,2018,Benzin-elektrisch: Normal-Hybrid,53,308,55178.0,0.9605277465656602,5.581934829098554
AR,Appenzell Ausserrhoden,2018,Benzin-elektrisch: Plug-in-Hybrid,21,71,55178.0,0.3805864656203559,1.2867447170973938
AR,Appenzell Ausserrhoden,2018,Diesel,429,9788,55178.0,7.774837797672985,177.38953930914494
AR,Appenzell Ausserrhoden,2018,Diesel-elektrisch: Normal-Hybrid,2,30,55178.0,0.03624633005908152,0.5436949508862228
AR,Appenzell Ausserrhoden,2018,Diesel-elektrisch: Plug-in-Hybrid,0,7,55178.0,0.0,0.12686215520678532
AR,Appenzell Ausserrhoden,2018,Elektrisch,37,145,55178.0,0.6705571060930081,2.62785892928341
AR,Appenzell Ausserrhoden,2018,Gas (mono- und bivalent),1,49,55178.0,0.01812316502954076,0.8880350864474972
AR,Appenzell Ausserrhoden,2018,Ohne Motor,0,0,55178.0,0.0,0.0
AR,Appenzell Ausserrhoden,2018,Wasserstoff,0,0,55178.0,0.0,0.0
